DATE,DAYOFWEEK,SEASON,HOLIDAYPROX,HOLIDAYMETRIC,HOLIDAYNAME,MAXTEMP,MINTEMP,MEANTEMP,INSESSION,INWEIGHTED,INMAREKETS,INDRIVEWT,INCALIFORNIA,INWASHINGTONDC,INCENTRALFL,INDRIVE,INFLORIDA,INMARDIGRAS,INMIDWEST,INNYNJ,INNYNJPA,INNEWENGLAND,INJERSEY,INNORTHWEST,INSOUTHWEST
6/8/12,Friday,SPRING,10,0,,83.26,71.97,77.62,39%,28%,19%,23%,42%,83%,15%,5%,7%,5%,14%,3%,17%,100%,100%,78%,12%
6/9/12,Saturday,SPRING,9,0,,86.72,72.5,79.61,39%,28%,19%,23%,42%,83%,15%,5%,7%,5%,14%,3%,17%,100%,100%,78%,12%
6/10/12,Sunday,SPRING,8,0,,91.34,72,81.67,40%,35%,11%,24%,75%,60%,0%,6%,8%,5%,36%,100%,100%,100%,100%,78%,12%
6/11/12,Monday,SPRING,7,0,,90.32,70.97,80.65,40%,35%,11%,24%,75%,60%,0%,6%,8%,5%,36%,100%,100%,100%,100%,78%,12%
6/12/12,Tuesday,SPRING,6,0,,90.99,72.96,81.98,40%,35%,11%,24%,75%,60%,0%,6%,8%,5%,36%,100%,100%,100%,100%,78%,12%
6/13/12,Wednesday,SPRING,5,0,,91.11,72.17,81.64,37%,31%,10%,21%,70%,49%,0%,6%,8%,5%,10%,100%,100%,100%,100%,78%,12%
6/14/12,Thursday,SPRING,4,0,,89.84,72.84,81.34,30%,15%,4%,10%,29%,49%,0%,0%,0%,5%,10%,3%,17%,97%,100%,40%,12%
6/15/12,Friday,SPRING,3,0,,84.72,72.5,78.61,27%,12%,3%,8%,25%,43%,0%,0%,0%,5%,10%,3%,3%,69%,100%,40%,12%
6/16/12,Saturday,SPRING,2,0,,86.34,72.47,79.41,27%,12%,3%,8%,25%,43%,0%,0%,0%,5%,10%,3%,3%,69%,100%,40%,12%
6/17/12,Sunday,SPRING,0,0,Father's Day,84.89,71.41,78.15,24%,18%,6%,13%,44%,3%,0%,6%,8%,5%,4%,100%,86%,8%,100%,40%,3%
6/18/12,Monday,SPRING,2,1,,86.54,69.81,78.18,24%,18%,6%,13%,44%,3%,0%,6%,8%,5%,4%,100%,86%,8%,100%,40%,3%
6/19/12,Tuesday,SPRING,3,0,,85.6,69.64,77.62,24%,18%,6%,13%,44%,3%,0%,6%,8%,5%,4%,100%,86%,32%,100%,40%,3%
6/20/12,Wednesday,SPRING,4,0,,82.5,73.67,78.09,24%,16%,5%,11%,48%,3%,0%,6%,8%,5%,0%,70%,61%,32%,100%,40%,3%
6/21/12,Thursday,SPRING,5,0,,85.89,73.14,79.52,13%,6%,1%,3%,40%,3%,0%,0%,0%,0%,0%,3%,3%,32%,100%,0%,2%
6/22/12,Friday,SPRING,6,0,,85.19,74.5,79.85,12%,6%,1%,3%,37%,3%,0%,0%,0%,0%,0%,3%,3%,0%,100%,0%,2%
6/23/12,Saturday,SPRING,7,0,,82.33,73.83,78.08,12%,6%,1%,3%,37%,3%,0%,0%,0%,0%,0%,3%,3%,0%,100%,0%,2%
6/24/12,Sunday,SPRING,8,0,,77.97,73.99,75.98,10%,11%,3%,8%,8%,3%,0%,0%,0%,0%,0%,100%,86%,0%,100%,0%,1%
6/25/12,Monday,SPRING,9,0,,80.78,75.31,78.05,10%,11%,3%,8%,8%,3%,0%,0%,0%,0%,0%,100%,86%,0%,100%,0%,1%
6/26/12,Tuesday,SPRING,9,0,,83.28,76.61,79.95,9%,2%,0%,1%,8%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1%
6/27/12,Wednesday,SPRING,8,0,,86.04,72.3,79.17,9%,2%,0%,1%,8%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1%
6/28/12,Thursday,SPRING,7,0,,89.59,65.84,77.72,9%,2%,0%,1%,8%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1%
6/29/12,Friday,SPRING,6,0,,90.63,69.81,80.22,9%,2%,0%,1%,8%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1%
6/30/12,Saturday,SPRING,5,0,,91.24,70.64,80.94,9%,2%,0%,1%,8%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1%
7/1/12,Sunday,SUMMER BREAK,4,0,,92.55,70.38,81.47,3%,1%,0%,0%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/2/12,Monday,JULY 4TH,3,4,,92.89,74.01,83.45,3%,1%,0%,0%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/3/12,Tuesday,JULY 4TH,2,4,,92.59,74.37,83.48,3%,4%,1%,2%,34%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/4/12,Wednesday,JULY 4TH,0,0,Independence Day,90.09,76.01,83.05,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/5/12,Thursday,JULY 4TH,2,4,,91.65,73.54,82.6,3%,1%,0%,0%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/6/12,Friday,JULY 4TH,3,4,,92.99,74.85,83.92,3%,1%,0%,0%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/7/12,Saturday,SUMMER BREAK,4,0,,93.49,75.3,84.4,3%,1%,0%,0%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
7/8/12,Sunday,SUMMER BREAK,5,0,,93.45,75.16,84.31,11%,5%,1%,3%,39%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2%
7/9/12,Monday,SUMMER BREAK,6,0,,92.95,76.91,84.93,11%,5%,1%,3%,39%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2%
7/10/12,Tuesday,SUMMER BREAK,7,0,,91.68,74.75,83.22,11%,5%,1%,3%,39%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2%
7/11/12,Wednesday,SUMMER BREAK,8,0,,81.62,74.77,78.2,11%,5%,1%,3%,39%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2%
7/12/12,Thursday,SUMMER BREAK,9,0,,88,73.14,80.57,10%,2%,0%,1%,10%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2%
7/13/12,Friday,SUMMER BREAK,10,0,,90.17,73,81.59,10%,2%,0%,1%,10%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2%
7/14/12,Saturday,SUMMER BREAK,11,0,,90.33,74.81,82.57,10%,2%,0%,1%,10%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2%
7/15/12,Sunday,SUMMER BREAK,12,0,,85.89,74.97,80.43,13%,6%,2%,4%,39%,0%,4%,1%,2%,0%,0%,0%,0%,0%,0%,0%,3%
7/16/12,Monday,SUMMER BREAK,13,0,,86.86,72.61,79.74,13%,6%,2%,4%,39%,0%,4%,1%,2%,0%,0%,0%,0%,0%,0%,0%,3%
7/17/12,Tuesday,SUMMER BREAK,14,0,,85.3,73.74,79.52,15%,7%,4%,6%,39%,0%,4%,7%,10%,0%,0%,0%,0%,0%,0%,0%,3%
7/18/12,Wednesday,SUMMER BREAK,15,0,,88.87,73.53,81.2,17%,7%,4%,6%,39%,0%,4%,7%,10%,0%,0%,0%,0%,0%,0%,0%,5%
7/19/12,Thursday,SUMMER BREAK,16,0,,92.78,74.97,83.88,15%,2%,2%,2%,11%,0%,4%,1%,2%,0%,0%,0%,0%,0%,0%,0%,5%
7/20/12,Friday,SUMMER BREAK,17,0,,92.76,73.94,83.35,15%,2%,2%,2%,11%,0%,4%,1%,2%,0%,0%,0%,0%,0%,0%,0%,5%
7/21/12,Saturday,SUMMER BREAK,18,0,,93.39,76.34,84.87,15%,2%,2%,2%,11%,0%,4%,1%,2%,0%,0%,0%,0%,0%,0%,0%,5%
7/22/12,Sunday,SUMMER BREAK,19,0,,90.45,73.64,82.05,19%,7%,4%,6%,35%,0%,4%,7%,10%,0%,0%,0%,0%,0%,0%,0%,11%
7/23/12,Monday,SUMMER BREAK,20,0,,87.46,72.54,80,19%,7%,4%,6%,35%,0%,4%,7%,10%,0%,0%,0%,0%,0%,0%,0%,11%
7/24/12,Tuesday,SUMMER BREAK,21,0,,90.35,72.65,81.5,19%,7%,4%,6%,35%,0%,4%,7%,10%,0%,0%,0%,0%,0%,0%,0%,11%
7/25/12,Wednesday,SUMMER BREAK,22,0,,92.33,75.38,83.85,21%,7%,4%,6%,35%,0%,4%,7%,10%,0%,0%,0%,0%,0%,0%,0%,11%
7/26/12,Thursday,SUMMER BREAK,23,0,,93.34,75.39,84.37,17%,2%,2%,2%,5%,0%,4%,1%,2%,0%,0%,0%,0%,0%,0%,0%,11%
7/27/12,Friday,SUMMER BREAK,24,0,,92.72,75.81,84.27,16%,2%,2%,2%,5%,0%,4%,1%,2%,0%,0%,0%,0%,0%,0%,0%,11%
7/28/12,Saturday,SUMMER BREAK,25,0,,93.5,76.68,85.09,16%,2%,2%,2%,5%,0%,4%,1%,2%,0%,0%,0%,0%,0%,0%,0%,11%
7/29/12,Sunday,SUMMER BREAK,26,0,,93.43,76.13,84.78,21%,7%,5%,6%,34%,0%,4%,9%,12%,0%,0%,0%,0%,0%,0%,0%,11%
7/30/12,Monday,SUMMER BREAK,27,0,,90.91,75.8,83.35,21%,7%,5%,6%,34%,0%,4%,9%,12%,0%,0%,0%,0%,0%,0%,0%,11%
7/31/12,Tuesday,SUMMER BREAK,28,0,,91,73.81,82.41,22%,7%,5%,6%,34%,0%,4%,9%,12%,0%,0%,0%,0%,0%,0%,0%,11%
8/1/12,Wednesday,SUMMER BREAK,29,0,,84.42,74.4,79.41,23%,8%,5%,7%,35%,0%,4%,9%,12%,0%,0%,0%,0%,0%,0%,0%,9%
8/2/12,Thursday,SUMMER BREAK,30,0,,92.58,75.83,84.21,19%,3%,2%,2%,6%,0%,4%,1%,2%,0%,0%,0%,0%,0%,0%,0%,16%
8/3/12,Friday,SUMMER BREAK,31,0,,90.1,75.18,82.64,19%,3%,2%,3%,5%,0%,4%,1%,2%,0%,0%,0%,0%,0%,0%,0%,16%
8/4/12,Saturday,SUMMER BREAK,31,0,,87.91,74.34,81.13,19%,3%,2%,3%,5%,0%,4%,1%,2%,0%,0%,0%,0%,0%,0%,0%,16%
8/5/12,Sunday,SUMMER BREAK,30,0,,89.28,75.83,82.56,28%,11%,7%,10%,35%,0%,4%,17%,12%,0%,0%,0%,0%,0%,0%,0%,16%
8/6/12,Monday,SUMMER BREAK,29,0,,90.81,75.3,83.06,28%,11%,7%,10%,35%,0%,4%,17%,12%,0%,0%,0%,0%,0%,0%,0%,16%
8/7/12,Tuesday,SUMMER BREAK,28,0,,90.75,73.47,82.11,28%,11%,7%,10%,35%,0%,4%,17%,12%,0%,0%,0%,0%,0%,0%,0%,16%
8/8/12,Wednesday,SUMMER BREAK,27,0,,92.24,75,83.62,31%,13%,10%,13%,35%,0%,9%,22%,19%,0%,0%,0%,0%,0%,0%,0%,24%
8/9/12,Thursday,SUMMER BREAK,26,0,,92.2,73.9,83.05,26%,8%,7%,8%,7%,0%,9%,14%,9%,0%,0%,0%,0%,0%,0%,0%,24%
8/10/12,Friday,SUMMER BREAK,25,0,,91.98,75.97,83.98,26%,8%,7%,8%,7%,0%,9%,14%,9%,0%,0%,0%,0%,0%,0%,0%,24%
8/11/12,Saturday,SUMMER BREAK,24,0,,88.74,75.08,81.91,26%,8%,7%,8%,7%,0%,9%,14%,9%,0%,0%,0%,0%,0%,0%,0%,24%
8/12/12,Sunday,SUMMER BREAK,23,0,,89.48,74.78,82.13,36%,20%,17%,20%,45%,0%,16%,37%,22%,0%,19%,0%,0%,0%,0%,0%,30%
8/13/12,Monday,SUMMER BREAK,22,0,,90.53,74.77,82.65,36%,20%,17%,20%,45%,0%,16%,37%,22%,0%,19%,0%,0%,0%,0%,0%,30%
8/14/12,Tuesday,SUMMER BREAK,21,0,,91.05,74.63,82.84,37%,21%,17%,20%,45%,0%,16%,37%,22%,0%,19%,0%,0%,0%,0%,0%,30%
8/15/12,Wednesday,SUMMER BREAK,20,0,,92.33,73.3,82.82,40%,22%,17%,21%,46%,0%,16%,37%,22%,0%,22%,0%,0%,0%,0%,0%,30%
8/16/12,Thursday,SUMMER BREAK,19,0,,92.58,74.67,83.63,35%,18%,15%,18%,11%,0%,16%,30%,12%,0%,4%,0%,0%,0%,0%,0%,30%
8/17/12,Friday,SUMMER BREAK,18,0,,88.85,75.44,82.15,35%,18%,15%,18%,11%,0%,16%,30%,12%,3%,4%,0%,0%,0%,0%,0%,30%
8/18/12,Saturday,SUMMER BREAK,17,0,,83.04,74.77,78.91,35%,18%,15%,18%,11%,0%,16%,30%,12%,3%,4%,0%,0%,0%,0%,0%,30%
8/19/12,Sunday,SUMMER BREAK,16,0,,92.31,74.93,83.62,54%,42%,73%,55%,53%,9%,69%,88%,87%,16%,29%,0%,0%,0%,0%,0%,31%
8/20/12,Monday,SUMMER BREAK,15,0,,91.41,74.77,83.09,54%,42%,73%,55%,53%,9%,69%,88%,87%,16%,29%,0%,0%,0%,0%,0%,31%
8/21/12,Tuesday,SEPTEMBER LOW,14,0,,90.89,71.89,81.39,54%,46%,74%,58%,53%,9%,69%,88%,87%,16%,68%,0%,0%,0%,0%,0%,39%
8/22/12,Wednesday,SEPTEMBER LOW,13,0,,86.17,72.47,79.32,57%,47%,74%,58%,57%,9%,69%,89%,87%,16%,68%,0%,0%,0%,0%,0%,39%
8/23/12,Thursday,SEPTEMBER LOW,12,0,,89.27,72.48,80.88,51%,37%,67%,48%,19%,9%,69%,69%,56%,16%,49%,0%,0%,0%,0%,0%,39%
8/24/12,Friday,SEPTEMBER LOW,11,0,,90.18,75.1,82.64,51%,37%,67%,48%,19%,9%,69%,69%,56%,16%,49%,0%,0%,0%,0%,0%,39%
8/25/12,Saturday,SEPTEMBER LOW,10,0,,87.39,74.1,80.75,51%,37%,67%,48%,19%,9%,69%,69%,56%,16%,49%,0%,0%,0%,0%,0%,39%
8/26/12,Sunday,SEPTEMBER LOW,9,0,,82.39,76.14,79.27,77%,71%,82%,75%,62%,53%,69%,91%,87%,96%,70%,0%,0%,1%,0%,22%,79%
8/27/12,Monday,SEPTEMBER LOW,8,0,,80.9,74.65,77.78,77%,71%,82%,75%,62%,53%,69%,91%,87%,96%,70%,0%,0%,1%,0%,22%,79%
8/28/12,Tuesday,SEPTEMBER LOW,7,0,,85.01,75.63,80.32,79%,71%,82%,75%,62%,53%,69%,91%,87%,96%,70%,0%,0%,31%,0%,22%,83%
8/29/12,Wednesday,SEPTEMBER LOW,6,0,,89.67,74,81.84,80%,70%,82%,75%,52%,53%,69%,91%,87%,96%,70%,0%,0%,34%,0%,22%,83%
8/30/12,Thursday,SEPTEMBER LOW,5,0,,91.42,74.52,82.97,72%,57%,73%,62%,24%,53%,69%,69%,56%,92%,51%,0%,0%,34%,0%,22%,44%
8/31/12,Friday,SEPTEMBER LOW,4,0,,90,75.28,82.64,72%,57%,73%,62%,24%,53%,69%,69%,56%,92%,51%,0%,0%,34%,0%,22%,44%
9/1/12,Saturday,SEPTEMBER LOW,3,0,,90.17,76.37,83.27,72%,57%,73%,62%,24%,53%,69%,69%,56%,92%,51%,0%,0%,34%,0%,22%,44%
9/2/12,Sunday,SEPTEMBER LOW,2,1,,89.44,73.29,81.37,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
9/3/12,Monday,SEPTEMBER LOW,0,0,Labor Day,90.66,71.56,81.11,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
9/4/12,Tuesday,SEPTEMBER LOW,2,1,,90.79,73.48,82.14,89%,91%,91%,91%,75%,100%,77%,91%,87%,100%,100%,97%,83%,34%,0%,22%,100%
9/5/12,Wednesday,SEPTEMBER LOW,3,0,,90.54,72.84,81.69,92%,93%,91%,92%,85%,100%,77%,91%,87%,100%,100%,97%,83%,34%,0%,100%,100%
9/6/12,Thursday,SEPTEMBER LOW,4,0,,89.35,71.99,80.67,85%,70%,79%,72%,51%,100%,77%,69%,56%,96%,62%,3%,3%,100%,100%,100%,61%
9/7/12,Friday,SEPTEMBER LOW,5,0,,89.57,72.61,81.09,85%,72%,79%,73%,51%,100%,77%,69%,56%,96%,62%,3%,17%,100%,100%,100%,61%
9/8/12,Saturday,SEPTEMBER LOW,6,0,,90.04,72.83,81.44,85%,72%,79%,73%,51%,100%,77%,69%,56%,96%,62%,3%,17%,100%,100%,100%,61%
9/9/12,Sunday,SEPTEMBER LOW,7,0,,81.97,75.92,78.95,92%,96%,89%,92%,89%,100%,69%,88%,83%,100%,100%,100%,100%,100%,100%,100%,100%
9/10/12,Monday,SEPTEMBER LOW,8,0,,86.21,75.22,80.72,92%,96%,89%,92%,89%,100%,69%,88%,83%,100%,100%,100%,100%,100%,100%,100%,100%
9/11/12,Tuesday,SEPTEMBER LOW,9,0,,85.78,75.14,80.46,93%,96%,92%,94%,89%,100%,77%,91%,87%,100%,100%,100%,100%,83%,100%,100%,100%
9/12/12,Wednesday,SEPTEMBER LOW,10,0,,85.37,72.96,79.16,94%,97%,92%,94%,89%,100%,77%,91%,87%,100%,100%,100%,100%,100%,100%,100%,100%
9/13/12,Thursday,SEPTEMBER LOW,11,0,,86.5,73.83,80.16,85%,72%,79%,73%,51%,100%,77%,69%,56%,96%,62%,3%,17%,100%,100%,100%,61%
9/14/12,Friday,SEPTEMBER LOW,12,0,,82.51,74.88,78.7,84%,70%,76%,71%,51%,100%,66%,65%,51%,96%,62%,3%,17%,100%,100%,100%,61%
9/15/12,Saturday,SEPTEMBER LOW,13,0,,84.47,73.45,78.96,84%,70%,76%,71%,51%,100%,66%,65%,51%,96%,62%,3%,17%,100%,100%,100%,61%
9/16/12,Sunday,SEPTEMBER LOW,14,0,,88.16,73.63,80.9,85%,85%,74%,79%,83%,57%,55%,74%,63%,100%,100%,100%,86%,83%,100%,100%,100%
9/17/12,Monday,SEPTEMBER LOW,0,0,Rosh Hashanah,89.44,73.09,81.27,85%,85%,74%,79%,83%,57%,55%,74%,63%,100%,100%,100%,86%,83%,100%,100%,100%
9/18/12,Tuesday,FALL,16,0,,84.73,74.44,79.59,92%,94%,90%,92%,89%,100%,73%,90%,85%,100%,100%,100%,86%,83%,100%,100%,100%
9/19/12,Wednesday,FALL,17,0,,86.85,73.5,80.18,93%,97%,98%,97%,89%,100%,96%,97%,96%,96%,100%,100%,100%,100%,100%,100%,100%
9/20/12,Thursday,FALL,18,0,,87.26,73.74,80.5,84%,71%,78%,73%,51%,100%,73%,67%,54%,96%,62%,3%,17%,100%,100%,100%,61%
9/21/12,Friday,FALL,18,0,,88.01,72.66,80.34,81%,70%,76%,71%,51%,100%,68%,66%,52%,96%,62%,3%,17%,100%,100%,100%,61%
9/22/12,Saturday,FALL,17,0,,85.22,73.14,79.18,81%,70%,76%,71%,51%,100%,68%,66%,52%,96%,62%,3%,17%,100%,100%,100%,61%
9/23/12,Sunday,FALL,16,0,,89.78,72.35,81.07,87%,82%,87%,83%,79%,100%,96%,75%,65%,100%,93%,3%,17%,100%,100%,100%,99%
9/24/12,Monday,FALL,15,0,,84.04,72.41,78.23,87%,82%,87%,83%,79%,100%,96%,75%,65%,100%,93%,3%,17%,100%,100%,100%,99%
9/25/12,Tuesday,FALL,14,0,,84.62,67.5,76.06,93%,98%,98%,98%,89%,100%,96%,97%,96%,100%,100%,100%,100%,100%,100%,100%,99%
9/26/12,Wednesday,FALL,0,0,Yom Kippur,90.1,70.29,80.2,85%,88%,88%,87%,83%,62%,88%,88%,83%,100%,97%,100%,86%,79%,100%,100%,99%
9/27/12,Thursday,FALL,12,0,,89.96,73.31,81.63,84%,71%,78%,72%,51%,100%,73%,67%,54%,96%,62%,3%,17%,100%,100%,100%,60%
9/28/12,Friday,FALL,11,0,,85.12,73.4,79.26,81%,68%,77%,71%,51%,85%,73%,67%,54%,96%,62%,3%,17%,100%,100%,100%,54%
9/29/12,Saturday,FALL,10,0,,89.55,73.53,81.54,81%,68%,77%,71%,51%,85%,73%,67%,54%,96%,62%,3%,17%,100%,100%,100%,54%
9/30/12,Sunday,FALL,9,0,,88.96,73.77,81.37,92%,97%,98%,97%,89%,100%,96%,97%,96%,96%,100%,100%,100%,100%,100%,100%,93%
10/1/12,Monday,FALL,0,0,Sukkot,88.61,73.69,81.15,92%,97%,98%,97%,89%,100%,96%,97%,96%,96%,100%,100%,100%,100%,100%,100%,93%
10/2/12,Tuesday,FALL,7,0,,85.87,73.85,79.86,92%,97%,98%,97%,89%,100%,96%,97%,96%,96%,100%,100%,100%,100%,100%,100%,93%
10/3/12,Wednesday,FALL,6,0,,88.85,73.61,81.23,92%,97%,98%,98%,89%,100%,96%,97%,96%,100%,100%,100%,100%,100%,100%,100%,92%
10/4/12,Thursday,FALL,5,0,,89.94,73.32,81.63,82%,70%,78%,72%,51%,100%,73%,67%,54%,96%,62%,3%,17%,97%,100%,78%,54%
10/5/12,Friday,FALL,4,2,,88.18,73.67,80.93,79%,64%,76%,67%,51%,100%,73%,67%,54%,81%,24%,3%,17%,100%,100%,78%,51%
10/6/12,Saturday,COLUMBUS DAY,3,2,,89.15,73.3,81.23,79%,64%,76%,67%,51%,100%,73%,67%,54%,81%,24%,3%,17%,100%,100%,78%,51%
10/7/12,Sunday,COLUMBUS DAY,2,2,,86.4,72.33,79.37,80%,81%,91%,85%,85%,82%,96%,85%,96%,71%,62%,97%,83%,39%,0%,100%,91%
10/8/12,Monday,COLUMBUS DAY,0,0,Columbus Day,84.87,74.14,79.51,80%,81%,91%,85%,85%,82%,96%,85%,96%,71%,62%,97%,83%,39%,0%,100%,91%
10/9/12,Tuesday,COLUMBUS DAY,2,2,,85.17,72.28,78.73,92%,96%,99%,97%,89%,100%,100%,97%,98%,100%,100%,100%,100%,100%,100%,100%,91%
10/10/12,Wednesday,FALL,3,0,,84.22,70.47,77.35,91%,95%,98%,96%,89%,100%,100%,99%,98%,100%,78%,100%,100%,100%,100%,100%,91%
10/11/12,Thursday,FALL,4,0,,84.2,67.45,75.83,79%,67%,78%,70%,51%,100%,77%,67%,56%,91%,59%,3%,17%,100%,100%,100%,44%
10/12/12,Friday,FALL,5,0,,84,67.85,75.93,73%,64%,76%,67%,51%,100%,73%,66%,54%,85%,59%,3%,17%,100%,100%,22%,33%
10/13/12,Saturday,FALL,6,0,,84,68.91,76.46,73%,64%,76%,67%,51%,100%,73%,66%,54%,85%,59%,3%,17%,100%,100%,22%,33%
10/14/12,Sunday,FALL,7,0,,87.17,71.61,79.39,89%,93%,96%,94%,89%,100%,100%,92%,93%,100%,78%,93%,94%,100%,100%,100%,92%
10/15/12,Monday,FALL,8,0,,86.02,72.35,79.19,89%,93%,96%,94%,89%,100%,100%,92%,93%,100%,78%,93%,94%,100%,100%,100%,92%
10/16/12,Tuesday,FALL,9,0,,83.59,70.53,77.06,90%,95%,97%,95%,89%,100%,100%,95%,93%,100%,78%,100%,100%,100%,100%,100%,100%
10/17/12,Wednesday,FALL,10,0,,80.42,68.48,74.45,89%,93%,91%,92%,89%,100%,77%,91%,87%,100%,76%,97%,97%,97%,0%,100%,100%
10/18/12,Thursday,FALL,0,0,Utah Education Association Convention,86.19,69.28,77.74,71%,66%,76%,69%,51%,94%,69%,66%,56%,87%,57%,3%,17%,96%,100%,100%,46%
10/19/12,Friday,FALL,0,0,Utah Education Association Convention,87.05,67.05,77.05,63%,56%,33%,48%,45%,47%,19%,49%,33%,88%,50%,3%,17%,96%,100%,100%,46%
10/20/12,Saturday,FALL,12,0,,81.89,66.63,74.26,63%,56%,33%,48%,45%,47%,19%,49%,33%,88%,50%,3%,17%,96%,100%,100%,46%
10/21/12,Sunday,FALL,11,0,,81.88,59.77,70.83,90%,94%,85%,91%,89%,100%,84%,91%,87%,96%,81%,100%,100%,100%,100%,100%,100%
10/22/12,Monday,FALL,10,0,,83.66,64,73.83,90%,94%,85%,91%,89%,100%,84%,91%,87%,96%,81%,100%,100%,100%,100%,100%,100%
10/23/12,Tuesday,FALL,9,0,,82.4,67.4,74.9,93%,96%,99%,97%,89%,100%,100%,99%,98%,100%,81%,100%,100%,100%,100%,100%,100%
10/24/12,Wednesday,FALL,8,0,,86,70.32,78.16,90%,89%,93%,90%,89%,100%,100%,82%,75%,96%,81%,100%,100%,100%,100%,100%,55%
10/25/12,Thursday,FALL,7,0,,83.03,72.51,77.77,83%,70%,79%,73%,51%,100%,77%,69%,56%,96%,62%,3%,17%,100%,100%,100%,55%
10/26/12,Friday,FALL,0,0,Nevada Day,83.2,71.91,77.56,76%,66%,53%,62%,51%,100%,56%,55%,40%,92%,59%,3%,17%,100%,100%,100%,52%
10/27/12,Saturday,FALL,5,0,,73.14,66.61,69.88,76%,66%,53%,62%,51%,100%,56%,55%,40%,92%,59%,3%,17%,100%,100%,100%,52%
10/28/12,Sunday,HALLOWEEN,4,0,,72.59,62.27,67.43,88%,93%,97%,95%,89%,91%,100%,99%,98%,89%,93%,100%,100%,100%,100%,100%,93%
10/29/12,Monday,HALLOWEEN,3,0,,68.92,51.27,60.1,88%,93%,97%,95%,89%,91%,100%,99%,98%,89%,93%,100%,100%,100%,100%,100%,93%
10/30/12,Tuesday,HALLOWEEN,2,0,,66.27,47.63,56.95,92%,97%,99%,98%,89%,100%,100%,99%,98%,100%,100%,100%,100%,100%,100%,100%,93%
10/31/12,Wednesday,HALLOWEEN,0,0,Halloween,71.7,48.45,60.08,88%,94%,98%,95%,89%,96%,100%,99%,98%,100%,81%,100%,100%,100%,100%,100%,93%
11/1/12,Thursday,HALLOWEEN,2,1,,79,55.94,67.47,82%,71%,79%,73%,51%,100%,77%,69%,56%,96%,62%,3%,17%,100%,100%,100%,54%
11/2/12,Friday,HALLOWEEN,3,0,,77.29,55.33,66.31,80%,69%,79%,72%,51%,94%,77%,69%,56%,96%,61%,3%,17%,100%,100%,78%,50%
11/3/12,Saturday,JERSEY WEEK,4,0,,82.67,55.23,68.95,80%,69%,79%,72%,51%,94%,77%,69%,56%,96%,61%,3%,17%,100%,100%,78%,50%
11/4/12,Sunday,JERSEY WEEK,5,0,,81.39,57.06,69.23,86%,81%,91%,85%,89%,22%,92%,99%,98%,100%,62%,97%,97%,100%,0%,100%,85%
11/5/12,Monday,JERSEY WEEK,6,0,,78.88,62.78,70.83,86%,81%,91%,85%,89%,22%,92%,99%,98%,100%,62%,97%,97%,100%,0%,100%,85%
11/6/12,Tuesday,JERSEY WEEK,0,2,Election Day,77.27,59.99,68.63,73%,73%,88%,77%,83%,12%,100%,74%,98%,96%,62%,97%,97%,66%,0%,100%,77%
11/7/12,Wednesday,JERSEY WEEK,5,2,,65.6,53.28,59.44,92%,96%,98%,97%,89%,94%,100%,97%,96%,96%,100%,97%,97%,100%,0%,100%,93%
11/8/12,Thursday,JERSEY WEEK,0,2,New Jersey Education Association Convention,66.42,48.59,57.51,84%,71%,79%,73%,51%,100%,77%,69%,56%,96%,62%,0%,14%,100%,0%,100%,60%
11/9/12,Friday,JERSEY WEEK,0,2,New Jersey Education Association Convention,72.72,46.72,59.72,80%,69%,79%,72%,51%,100%,77%,69%,56%,92%,62%,0%,14%,100%,0%,62%,57%
11/10/12,Saturday,JERSEY WEEK,2,2,,74.16,52.43,63.3,80%,69%,79%,72%,51%,100%,77%,69%,56%,92%,62%,0%,14%,100%,0%,62%,57%
11/11/12,Sunday,JERSEY WEEK,0,2,Veterans Day,79.65,59.14,69.4,62%,71%,80%,76%,51%,78%,89%,84%,85%,81%,93%,97%,83%,4%,0%,22%,75%
